Average: 0.907296
Micro Average: 0.907296
Macro Average: 0.907407
Confusion Matrix:
           0        1        2        3        4        5        6        7        8        9
 0:     2369       80       17       18       11        2       37        8        9       53 
 1:       14     2499       20       10       21        2        5       27        5        1 
 2:        7       19     2460       20       21       15        5       24        7       26 
 3:        6       49       55     2297       22       97       20       18       24       16 
 4:        6       91       29       14     2422        8       13        2        6       13 
 5:        2       22       33       95       16     2362       40       17       10        7 
 6:       39       29       12       47       31       72     2288        2       68       16 
 7:        5      100       57       18        6       12        4     2396        2        4 
 8:        9       48       40       73       20       18      104        4     2258       30 
 9:       57       33       92       41       25       23       18       14       26     2275 
