Average: 0.989100
Micro Average: 0.989100
Macro Average: 0.988961
Confusion Matrix:
           0        1        2        3        4        5        6        7        8        9
 0:      978        0        1        0        0        0        0        1        0        0 
 1:        0     1132        1        0        0        1        1        0        0        0 
 2:        3        0     1019        0        0        4        0        6        0        0 
 3:        0        0        2      980        0       23        0        1        4        0 
 4:        0        1        0        0      979        0        0        0        0        2 
 5:        1        0        1        0        0      888        1        0        0        1 
 6:       12        3        1        0        2        1      938        0        1        0 
 7:        0        5        2        0        1        1        0     1019        0        0 
 8:        1        1        1        0        0        1        0        0      969        1 
 9:        2        1        2        0        7        1        0        4        3      989 
