Average: 0.926556
Micro Average: 0.926556
Macro Average: 0.926459
Confusion Matrix:
           0        1        2        3        4        5        6        7        8
 0:      931        3       15        6        2        0        2       34        7 
 1:        4      960        0        0        0        0        1        5       30 
 2:       21        0      912       21       21       12        7        6        0 
 3:        6        1       18      854       16       79       11        9        6 
 4:        4        0       13       12      936       12       21        2        0 
 5:        2        1       11       77       12      884       11        2        0 
 6:       11        0        9       11       16       15      937        1        0 
 7:       18        3        1        1        0        1        1      966        9 
 8:        8       21        0        0        0        0        1       11      959 
