Average: 0.992800
Micro Average: 0.992800
Macro Average: 0.992747
Confusion Matrix:
           0        1        2        3        4        5        6        7        8        9
 0:      976        0        2        0        0        1        0        1        0        0 
 1:        0     1133        1        0        0        0        1        0        0        0 
 2:        0        0     1018        4        0        2        3        4        1        0 
 3:        0        0        0     1006        0        3        0        0        1        0 
 4:        0        1        0        0      977        0        0        0        0        4 
 5:        1        0        1        2        0      884        3        0        0        1 
 6:        4        1        1        0        0        0      951        0        1        0 
 7:        0        3        1        0        0        1        0     1023        0        0 
 8:        0        0        2        2        0        1        0        0      968        1 
 9:        0        0        2        0        6        0        0        5        4      992 
