Average: 0.914017
Micro Average: 0.914017
Macro Average: 0.914207
Confusion Matrix:
           0        1        2        3        4        5        6        7        8        9
 0:     2404       50       15       19        9        3       43        6        7       48 
 1:       21     2483       23       18       12        2        8       29        5        3 
 2:        4       17     2459       38       19       24        5       11        5       22 
 3:        5       36       37     2366       18       78       18       11       22       13 
 4:        7       69       34       27     2428        6       11        1        8       13 
 5:        1       18       33       94       11     2397       29        9        8        4 
 6:       37       26       13       48       17       79     2299        2       67       16 
 7:        9       88       51       40        6       21        3     2382        1        3 
 8:       10       28       31       85       15       20       96        3     2287       29 
 9:       48       31       85       44       17       26       17       13       27     2296 
