Average: 0.986300
Micro Average: 0.986300
Macro Average: 0.986096
Confusion Matrix:
           0        1        2        3        4        5        6        7        8        9
 0:      977        0        1        0        0        1        0        1        0        0 
 1:        0     1134        0        0        0        0        1        0        0        0 
 2:        2        2     1015        0        0        4        1        8        0        0 
 3:        0        0        3      959        0       42        0        1        5        0 
 4:        0        1        0        0      979        0        0        0        0        2 
 5:        1        0        1        0        0      888        1        0        0        1 
 6:       11        1        1        0        1        1      942        0        1        0 
 7:        0        7        2        0        1        0        0     1018        0        0 
 8:        0        1        2        0        0        1        0        0      969        1 
 9:        4        3        3        0       11        1        0        4        1      982 
