Average: 0.979600
Micro Average: 0.979600
Macro Average: 0.979191
Confusion Matrix:
           0        1        2        3        4        5        6        7        8        9
 0:      977        0        1        0        0        1        0        1        0        0 
 1:        0     1133        1        0        0        0        1        0        0        0 
 2:        2        1     1014        0        1        2        4        7        1        0 
 3:        0        0        5      918        0       78        0        1        8        0 
 4:        0        2        0        0      977        0        0        0        0        3 
 5:        1        1        1        0        0      887        1        0        0        1 
 6:        8        2        0        0        5        1      941        0        1        0 
 7:        0        8        6        3        2        2        0     1007        0        0 
 8:        0        0        2        0        2        1        0        0      968        1 
 9:        3        2        3        0       17        3        0        3        4      974 
