Average: 0.912980
Micro Average: 0.912980
Macro Average: 0.913041
Confusion Matrix:
           0        1        2        3        4        5        6        7        8        9
 0:     2376       72       16       17       13        2       40        7       10       51 
 1:       14     2498       21       11       17        2        5       29        4        3 
 2:        7       21     2463       18       22       17        5       19        6       26 
 3:        5       45       47     2321       20       87       20       19       23       17 
 4:        5       76       27       14     2442        5       13        3        6       13 
 5:        1       19       35       87       16     2373       37       19        9        8 
 6:       32       27       13       34       31       72     2301        2       73       19 
 7:        7       95       46       18        7       11        4     2412        1        3 
 8:        7       33       35       68       21       16       87        5     2296       36 
 9:       48       28       87       40       26       23       16       14       30     2292 
