Average: 0.985900
Micro Average: 0.985900
Macro Average: 0.985831
Confusion Matrix:
           0        1        2        3        4        5        6        7        8        9
 0:      975        0        2        0        0        2        0        1        0        0 
 1:        0     1132        2        0        0        0        1        0        0        0 
 2:        3        0     1008        0        0        4        2       14        1        0 
 3:        0        0        3      984        0       17        0        1        5        0 
 4:        1        1        0        0      978        0        0        0        0        2 
 5:        1        0        0        0        0      889        1        0        0        1 
 6:       12        5        1        0        3        1      935        0        1        0 
 7:        0        5        3        0        2        0        0     1018        0        0 
 8:        2        1        2        0        1        1        0        0      966        1 
 9:        3        4        3        0       13        0        0        6        6      974 
