Average: 0.875269
Micro Average: 0.875269
Macro Average: 0.875743
Confusion Matrix:
           0        1        2        3        4        5        6        7        8        9
 0:     2274      140       15       16       23        3       52       13       14       54 
 1:       12     2474       30       16       25        6        5       28        6        2 
 2:        9       36     2407       24       35       17        5       22       17       32 
 3:        7       73       60     2170       30      171       27       22       34       10 
 4:        9      148       40       23     2335        7       17        5       12        8 
 5:        3       36       28      111       21     2301       65       11       21        7 
 6:       54       44       18       51       52       96     2185        2       89       13 
 7:        7      169       79       30       10       14        5     2281        4        5 
 8:       18       66       31       88       28       27      112        7     2202       25 
 9:       74       64       80       64       34       30       27       11       57     2163 
