Average: 0.992100
Micro Average: 0.992100
Macro Average: 0.992024
Confusion Matrix:
           0        1        2        3        4        5        6        7        8        9
 0:      976        0        2        0        0        1        0        1        0        0 
 1:        0     1132        1        0        0        0        1        1        0        0 
 2:        0        1     1016        4        0        5        3        2        1        0 
 3:        0        0        0     1007        0        2        0        0        1        0 
 4:        0        0        0        0      976        0        1        0        1        4 
 5:        1        0        0        3        0      883        4        0        0        1 
 6:        5        1        1        0        0        1      948        0        2        0 
 7:        0        4        2        0        0        1        0     1021        0        0 
 8:        0        0        2        2        0        1        0        0      968        1 
 9:        0        0        2        0        8        0        0        4        1      994 
